State,Tract,County,StateLegislativeDistrictsUpper
36,013100,087,038
36,013101,029,060
36,013101,055,056
36,013101,055,059
36,013102,029,060
36,013102,119,040
36,013103,055,059
36,013103,119,040
36,013104,055,059
36,013104,119,040
36,013200,001,044
36,013200,005,034
36,013200,047,022
36,013200,061,028
36,013200,061,029
36,013200,067,050
36,013200,067,053
36,013200,081,010
36,013200,081,014
36,013200,087,038
36,013201,007,052
36,013201,029,060
36,013201,071,039
36,013201,085,024
36,013201,119,038
36,013202,007,052
36,013202,029,060
36,013202,071,039
36,013202,119,038
36,013203,055,059
36,013203,085,024
36,013204,055,059
36,013204,085,024
36,013205,055,059
36,013206,055,059
36,013300,001,044
36,013300,005,032
36,013300,029,060
36,013300,047,020
36,013300,047,025
36,013300,055,055
36,013300,061,027
36,013300,067,053
36,013300,071,039
36,013300,087,038
36,013301,007,052
36,013301,085,023
36,013301,119,038
36,013302,085,023
36,013303,007,052
36,013304,007,052
36,013304,119,038
36,013400,001,044
36,013400,007,052
36,013400,029,060
36,013400,047,022
36,013400,047,023
36,013400,061,028
36,013400,067,053
36,013400,071,039
36,013400,081,010
36,013400,081,014
36,013400,081,015
36,013400,085,024
36,013400,119,038
36,013401,055,056
36,013401,087,038
36,013402,055,056
36,013402,087,038
36,013500,005,032
36,013500,007,052
36,013500,047,020
36,013500,047,021
36,013500,061,027
36,013500,061,031
36,013500,067,053
36,013500,071,039
36,013500,081,013
36,013500,119,038
36,013501,029,060
36,013502,029,060
36,013503,001,044
36,013503,055,056
36,013505,001,044
36,013505,055,056
36,013506,001,044
36,013506,055,056
36,013507,001,044
36,013507,055,056
36,013508,001,044
36,013508,055,056
36,013600,007,052
36,013600,029,060
36,013600,047,022
36,013600,061,028
36,013600,061,029
36,013600,067,053
36,013600,071,039
36,013600,081,014
36,013600,081,015
36,013600,119,038
36,013601,001,044
36,013601,055,056
36,013602,001,044
36,013603,055,056
36,013604,055,056
36,013700,007,052
36,013700,047,020
36,013700,047,021
36,013700,061,027
36,013700,061,028
36,013700,071,039
36,013700,081,012
36,013700,081,013
36,013700,119,038
36,013701,029,060
36,013701,055,056
36,013701,067,053
36,013702,029,060
36,013702,055,056
36,013703,001,044
36,013705,001,044
36,013706,001,044
36,013707,001,044
36,013800,005,034
36,013800,007,052
36,013800,029,059
36,013800,047,022
36,013800,055,056
36,013800,061,028
36,013800,067,053
36,013800,071,039
36,013800,081,014
36,013800,085,024
36,013800,119,040
36,013801,001,044
36,013802,001,044
36,013900,007,052
36,013900,029,059
36,013900,047,021
36,013900,061,027
36,013900,067,053
36,013900,071,039
36,013900,119,040
36,013901,001,044
36,013901,055,056
36,013902,001,044
36,013902,055,056
36,014000,007,052
36,014000,029,059
36,014000,047,022
36,014000,061,028
36,014000,067,053
36,014000,081,014
36,014000,119,040
36,014001,001,044
36,014001,055,056
36,014002,001,044
36,014003,055,056
36,014004,055,056
36,014100,001,044
36,014100,005,032
36,014100,007,052
36,014100,047,020
36,014100,047,021
36,014100,081,012
36,014100,081,013
36,014100,085,023
36,014100,119,040
36,014101,029,059
36,014101,071,039
36,014102,029,059
36,014102,055,056
36,014102,071,039
36,014103,055,056
36,014104,055,056
36,014200,007,052
36,014200,047,022
36,014200,061,028
36,014200,067,053
36,014200,119,040
36,014201,001,044
36,014201,071,039
36,014201,081,014
36,014202,001,044
36,014202,055,056
36,014202,071,039
36,014202,081,010
36,014202,081,014
36,014203,001,044
36,014203,055,056
36,014204,029,059
36,014204,055,056
36,014206,029,059
36,014207,029,059
36,014208,029,059
36,014209,029,059
36,014300,005,032
36,014300,029,059
36,014300,047,020
36,014300,047,021
36,014300,047,025
36,014300,061,029
36,014300,061,030
36,014300,067,050
36,014300,081,012
36,014300,119,040
36,014301,001,044
36,014301,007,052
36,014301,055,056
36,014301,071,039
36,014302,001,044
36,014302,007,052
36,014302,055,056
36,014302,071,039
36,014400,005,034
36,014400,007,052
36,014400,029,059
36,014400,055,056
36,014400,067,050
36,014400,071,042
36,014400,081,014
36,014400,119,040
36,014401,001,046
36,014401,061,028
36,014402,001,046
36,014402,061,028
36,014402,061,029
36,014500,005,032
36,014500,007,052
36,014500,047,020
36,014500,047,021
36,014500,047,025
36,014500,061,027
36,014500,067,050
36,014500,081,012
36,014500,081,013
36,014500,119,040
36,014501,001,046
36,014501,029,059
36,014501,055,061
36,014501,071,042
36,014502,001,046
36,014502,029,059
36,014502,071,042
36,014503,001,046
36,014503,055,061
36,014504,055,061
36,014505,055,061
36,014600,007,052
36,014600,067,050
36,014600,071,042
36,014601,029,061
36,014601,055,061
36,014601,061,028
36,014602,055,061
36,014602,061,028
36,014603,029,061
36,014604,029,061
36,014604,085,024
36,014604,119,040
36,014605,085,024
36,014605,119,040
36,014606,001,046
36,014606,085,024
36,014606,119,040
36,014607,001,046
36,014607,085,024
36,014607,119,040
36,014608,001,046
36,014608,085,024
36,014609,001,046
36,014611,001,046
36,014612,001,046
36,014613,001,046
36,014614,001,046
36,014615,001,046
36,014700,001,046
36,014700,047,021
36,014700,055,059
36,014700,061,027
36,014700,067,050
36,014700,071,042
36,014700,081,012
36,014700,085,024
36,014701,005,033
36,014701,029,061
36,014701,119,040
36,014702,005,033
36,014702,029,061
36,014703,119,040
36,014704,119,040
36,014800,047,022
36,014800,067,050
36,014800,071,042
36,014800,081,010
36,014801,001,046
36,014801,029,061
36,014801,061,028
36,014802,001,046
36,014802,055,056
36,014802,061,028
36,014803,001,046
36,014803,029,061
36,014803,055,056
36,014804,055,056
36,014804,119,040
36,014805,119,040
36,014806,119,040
36,014808,119,040
36,014809,119,040
36,014810,119,040
36,014811,119,040
36,014900,005,032
36,014900,005,033
36,014900,047,021
36,014900,061,027
36,014900,067,050
36,014900,071,042
36,014900,081,012
36,014901,029,059
36,014901,055,062
36,014901,119,040
36,014903,029,059
36,014903,055,062
36,014903,119,040
36,014904,029,059
36,014905,055,062
36,014906,055,062
36,014907,119,040
36,014908,119,040
36,014909,119,040
36,015000,047,022
36,015000,055,061
36,015000,067,050
36,015000,081,010
36,015000,119,040
36,015001,029,059
36,015001,061,028
36,015002,029,059
36,015002,061,028
36,015003,029,059
36,015003,071,039
36,015004,071,039
36,015005,071,039
36,015006,071,039
36,015100,005,032
36,015100,005,033
36,015100,047,021
36,015100,061,027
36,015100,061,031
36,015100,067,050
36,015100,071,042
36,015100,081,012
36,015100,085,024
36,015101,029,059
36,015101,055,056
36,015102,029,059
36,015102,055,056
36,015200,005,034
36,015200,047,022
36,015200,055,056
36,015200,061,028
36,015200,061,029
36,015200,071,039
36,015200,071,042
36,015200,081,010
36,015201,029,059
36,015201,067,050
36,015202,029,059
36,015202,067,050
36,015203,067,050
36,015300,005,032
36,015300,005,033
36,015300,047,021
36,015300,061,027
36,015300,081,012
36,015300,081,013
36,015301,029,059
36,015301,055,062
36,015302,029,059
36,015303,055,062
36,015304,055,062
36,015400,047,022
36,015400,055,062
36,015400,061,028
36,015400,061,029
36,015400,067,050
36,015400,081,010
36,015400,085,024
36,015401,029,060
36,015402,029,060
36,015500,005,032
36,015500,005,033
36,015500,047,020
36,015500,047,021
36,015500,061,027
36,015500,061,031
36,015500,067,050
36,015500,081,012
36,015501,029,060
36,015503,029,060
36,015504,029,060
36,015600,029,060
36,015600,081,010
36,015601,061,029
36,015601,067,050
36,015601,085,024
36,015602,061,029
36,015602,085,024
36,015603,085,024
36,015700,005,032
36,015700,029,059
36,015700,047,020
36,015700,047,021
36,015700,061,027
36,015700,061,029
36,015700,067,050
36,015700,067,053
36,015700,081,012
36,015800,005,034
36,015800,029,059
36,015800,067,053
36,015801,061,028
36,015801,061,029
36,015801,081,010
36,015802,061,028
36,015802,061,029
36,015802,061,030
36,015802,081,010
36,015900,005,032
36,015900,029,059
36,015900,047,020
36,015900,047,021
36,015900,061,027
36,015900,061,029
36,015900,061,031
36,015900,081,012
36,016000,005,034
36,016000,047,022
36,016001,061,028
36,016001,061,029
36,016001,067,050
36,016002,061,029
36,016002,067,050
36,016100,005,032
36,016100,029,059
36,016100,047,020
36,016100,047,025
36,016100,061,029
36,016100,067,050
36,016100,081,012
36,016100,081,013
36,016200,005,034
36,016200,029,063
36,016200,047,022
36,016200,047,023
36,016200,061,029
36,016200,061,030
36,016200,067,050
36,016300,005,032
36,016300,005,033
36,016300,029,063
36,016300,047,020
36,016300,047,025
36,016300,061,029
36,016300,061,031
36,016300,067,050
36,016300,081,012
36,016300,081,013
36,016400,005,034
36,016400,029,060
36,016400,029,063
36,016400,047,022
36,016400,047,023
36,016400,061,029
36,016400,067,050
36,016400,081,010
36,016500,005,033
36,016500,029,060
36,016500,029,063
36,016500,047,021
36,016500,061,029
36,016501,067,050
36,016502,067,050
36,016600,005,034
36,016600,029,063
36,016600,047,022
36,016600,061,029
36,016600,061,030
36,016600,067,050
36,016600,081,010
36,016700,005,033
36,016700,029,063
36,016700,047,021
36,016700,061,029
36,016700,061,031
36,016700,067,050
36,016800,029,063
36,016800,047,022
36,016800,047,023
36,016800,061,030
36,016800,081,010
36,016801,067,050
36,016802,067,050
36,016900,005,033
36,016900,029,060
36,016900,047,021
36,016900,061,029
36,016900,081,012
36,016901,067,053
36,016901,085,023
36,016901,085,024
36,016902,067,053
36,017000,029,063
36,017000,047,022
36,017000,061,029
36,017000,081,010
36,017005,085,024
36,017007,085,024
36,017008,085,024
36,017009,085,024
36,017010,085,024
36,017011,085,024
36,017012,085,024
36,017100,005,033
36,017100,029,060
36,017100,029,063
36,017100,047,021
36,017100,061,031
36,017100,081,012
36,017100,081,013
36,017200,029,060
36,017200,047,022
36,017200,061,029
36,017200,061,030
36,017200,081,010
36,017300,005,032
36,017300,029,059
36,017300,061,029
36,017300,061,030
36,017300,085,024
36,017400,029,060
36,017400,029,063
36,017400,047,022
36,017400,047,023
36,017400,081,010
36,017401,061,030
36,017402,061,030
36,017500,005,032
36,017500,047,021
36,017500,061,031
36,017501,029,059
36,017502,029,059
36,017600,047,022
36,017600,047,023
36,017600,081,010
36,017600,085,024
36,017700,047,021
36,017700,061,030
36,017700,085,023
36,017700,085,024
36,017701,005,032
36,017702,005,033
36,017800,047,022
36,017800,061,029
36,017800,061,030
36,017800,081,010
36,017900,047,025
36,017900,061,030
36,017900,061,031
36,017900,081,012
36,017901,005,029
36,017901,005,032
36,017901,005,033
36,017902,005,029
36,017902,005,033
36,018000,047,022
36,018000,061,029
36,018000,061,030
36,018000,081,010
36,018100,047,025
36,018100,061,030
36,018100,085,024
36,018101,005,032
36,018101,005,033
36,018101,081,012
36,018102,005,029
36,018102,005,032
36,018102,081,012
36,018200,047,022
36,018200,061,029
36,018200,061,030
36,018200,081,010
36,018300,047,025
36,018300,061,030
36,018300,061,031
36,018300,081,012
36,018301,005,032
36,018302,005,032
36,018400,005,034
36,018400,047,022
36,018400,061,030
36,018401,081,010
36,018402,081,010
36,018500,005,032
36,018500,061,030
36,018501,047,025
36,018501,047,026
36,018501,081,012
36,018502,081,012
36,018600,047,022
36,018600,061,030
36,018600,081,010
36,018700,047,025
36,018700,047,026
36,018700,061,030
36,018700,061,031
36,018700,081,012
36,018701,085,024
36,018702,085,024
36,018800,047,022
36,018800,061,029
36,018800,061,030
36,018800,081,010
36,018900,005,029
36,018900,061,030
36,018900,081,012
36,018901,085,024
36,018902,085,024
36,019000,047,022
36,019000,061,030
36,019000,081,010
36,019100,047,025
36,019100,047,026
36,019100,061,030
36,019100,061,031
36,019200,047,017
36,019200,047,022
36,019200,061,029
36,019200,061,030
36,019200,081,010
36,019300,005,029
36,019300,047,025
36,019300,061,030
36,019400,005,034
36,019400,047,017
36,019400,047,022
36,019400,061,030
36,019400,081,010
36,019500,005,029
36,019500,047,025
36,019500,061,031
36,019600,047,022
36,019600,061,030
36,019600,081,010
36,019700,005,029
36,019700,047,025
36,019700,085,024
36,019701,061,030
36,019702,061,030
36,019800,047,022
36,019800,061,030
36,019800,081,010
36,019800,081,014
36,019800,085,024
36,019900,005,029
36,019900,047,025
36,019900,061,030
36,019900,061,031
36,019900,081,012
36,020000,005,032
36,020000,005,034
36,020000,047,022
36,020000,061,030
36,020003,027,040
36,020004,027,040
36,020005,027,040
36,020100,005,029
36,020100,047,025
36,020100,063,062
36,020100,075,048
36,020100,085,023
36,020100,085,024
36,020100,107,052
36,020101,061,030
36,020101,093,049
36,020101,117,054
36,020102,061,030
36,020102,065,047
36,020102,093,049
36,020102,117,054
36,020200,005,032
36,020200,005,034
36,020200,047,022
36,020200,063,062
36,020200,075,048
36,020200,081,010
36,020200,093,049
36,020200,107,052
36,020201,117,054
36,020202,117,054
36,020300,047,025
36,020300,061,030
36,020300,063,062
36,020300,065,047
36,020300,093,049
36,020300,107,052
36,020301,075,048
36,020301,117,054
36,020302,075,048
36,020302,117,054
36,020400,005,032
36,020400,005,034
36,020400,047,022
36,020400,063,062
36,020400,075,048
36,020400,081,010
36,020400,081,014
36,020401,107,052
36,020401,117,054
36,020402,107,052
36,020402,117,054
36,020500,047,020
36,020500,047,025
36,020500,061,030
36,020500,061,031
36,020500,063,062
36,020500,075,048
36,020500,081,012
36,020500,081,015
36,020500,093,049
36,020500,107,052
36,020500,117,054
36,020501,005,029
36,020502,005,029
36,020600,047,022
36,020600,061,030
36,020600,063,062
36,020600,075,048
36,020600,081,010
36,020600,093,049
36,020600,107,052
36,020600,117,054
36,020601,005,034
36,020700,047,020
36,020700,063,062
36,020700,085,023
36,020700,093,049
36,020700,117,054
36,020701,061,030
36,020701,075,048
36,020701,107,052
36,020702,075,048
36,020702,107,052
36,020703,075,048
36,020703,107,052
36,020705,065,047
36,020800,047,022
36,020800,061,030
36,020800,075,048
36,020800,081,010
36,020800,081,014
36,020800,093,049
36,020800,117,054
36,020801,085,024
36,020802,065,047
36,020803,065,047
36,020803,085,024
36,020804,085,024
36,020900,005,029
36,020900,063,062
36,020900,065,047
36,020900,093,049
36,020900,117,054
36,020901,061,030
36,020901,075,048
36,020902,075,048
36,021000,047,022
36,021000,061,030
36,021000,063,062
36,021000,065,047
36,021000,075,048
36,021000,117,054
36,021001,005,032
36,021001,093,049
36,021002,005,032
36,021002,093,049
36,021100,005,029
36,021100,047,025
36,021100,047,026
36,021100,061,030
36,021100,061,031
36,021100,063,062
36,021100,117,054
36,021101,065,047
36,021101,075,048
36,021102,065,047
36,021102,075,048
36,021103,065,047
36,021103,075,048
36,021104,075,048
36,021200,005,032
36,021200,047,017
36,021200,047,022
36,021200,061,030
36,021200,063,062
36,021200,075,048
36,021200,081,010
36,021200,081,014
36,021200,093,046
36,021200,093,049
36,021200,117,054
36,021201,065,047
36,021202,065,047
36,021300,047,020
36,021300,047,021
36,021300,063,062
36,021300,075,048
36,021300,085,023
36,021301,005,029
36,021301,065,047
36,021302,005,029
36,021302,065,047
36,021303,061,030
36,021303,061,031
36,021303,065,047
36,021400,047,017
36,021400,061,030
36,021400,063,062
36,021400,081,011
36,021400,081,014
36,021400,093,049
36,021400,117,054
36,021401,065,047
36,021401,075,048
36,021402,065,047
36,021402,075,048
36,021500,047,020
36,021500,061,030
36,021500,065,047
36,021500,093,049
36,021501,005,029
36,021501,075,048
36,021501,117,054
36,021502,005,029
36,021502,075,048
36,021502,117,054
36,021600,047,017
36,021600,061,030
36,021600,081,014
36,021600,093,049
36,021600,117,054
36,021601,005,032
36,021601,005,033
36,021601,065,047
36,021601,075,048
36,021602,005,032
36,021602,005,033
36,021602,065,047
36,021602,075,048
36,021603,075,048
36,021604,075,048
36,021605,075,048
36,021700,005,029
36,021700,047,020
36,021700,063,062
36,021700,093,049
36,021700,117,054
36,021701,065,047
36,021702,065,047
36,021703,061,030
36,021703,061,031
36,021800,005,032
36,021800,005,033
36,021800,047,017
36,021800,061,030
36,021800,093,049
36,021800,117,054
36,021900,005,029
36,021900,047,020
36,021900,047,025
36,021900,061,030
36,021900,061,031
36,021900,065,047
36,021900,081,012
36,021900,081,015
36,022000,005,032
36,022000,005,033
36,022000,047,017
36,022000,061,030
36,022000,063,062
36,022000,065,047
36,022001,081,014
36,022002,081,011
36,022002,081,014
36,022100,047,020
36,022100,047,025
36,022100,063,062
36,022100,065,047
36,022101,005,029
36,022102,005,029
36,022102,061,030
36,022200,005,032
36,022200,005,034
36,022200,047,017
36,022200,061,030
36,022200,063,062
36,022200,065,047
36,022300,005,029
36,022300,063,062
36,022300,085,023
36,022301,061,031
36,022302,061,031
36,022400,047,017
36,022400,047,021
36,022400,061,030
36,022400,065,047
36,022401,005,034
36,022401,063,062
36,022403,005,034
36,022404,005,034
36,022500,005,029
36,022500,005,033
36,022500,061,030
36,022500,061,031
36,022500,063,062
36,022500,065,047
36,022600,047,017
36,022600,047,021
36,022600,061,030
36,022600,085,024
36,022601,063,062
36,022602,063,062
36,022700,047,025
36,022700,061,030
36,022700,061,031
36,022701,005,033
36,022701,065,047
36,022702,005,029
36,022702,005,033
36,022702,063,062
36,022702,065,047
36,022703,005,033
36,022711,063,062
36,022712,063,062
36,022800,005,034
36,022800,047,017
36,022800,047,021
36,022800,061,030
36,022800,065,047
36,022800,085,024
36,022803,063,062
36,022804,063,062
36,022900,047,025
36,022900,061,030
36,022900,061,031
36,022900,081,012
36,022900,081,015
36,022901,005,033
36,022901,063,062
36,022902,005,033
36,022902,063,062
36,023000,005,033
36,023000,005,034
36,023000,047,017
36,023000,061,030
36,023000,065,047
36,023000,081,011
36,023000,081,014
36,023001,063,062
36,023100,005,033
36,023100,047,025
36,023100,061,030
36,023100,063,062
36,023100,085,023
36,023200,005,033
36,023200,047,017
36,023200,061,030
36,023200,063,062
36,023200,065,047
36,023200,081,011
36,023200,081,014
36,023300,047,025
36,023300,061,030
36,023300,061,031
36,023300,063,062
36,023300,065,047
36,023301,005,033
36,023302,005,033
36,023400,047,017
36,023400,061,030
36,023400,065,047
36,023401,063,062
36,023402,063,062
36,023404,063,062
36,023405,063,062
36,023500,047,025
36,023500,063,062
36,023500,081,012
36,023501,005,033
36,023501,061,030
36,023501,065,047
36,023502,005,033
36,023502,061,030
36,023502,065,047
36,023600,005,033
36,023600,047,017
36,023600,061,030
36,023600,063,062
36,023600,081,011
36,023600,081,014
36,023700,061,030
36,023700,061,031
36,023700,063,062
36,023702,005,033
36,023702,065,047
36,023703,005,033
36,023704,005,033
36,023800,005,033
36,023800,005,034
36,023800,047,017
36,023800,063,062
36,023800,081,011
36,023800,081,014
36,023801,061,029
36,023802,061,029
36,023900,005,033
36,023900,061,030
36,023900,061,031
36,023900,085,023
36,023901,063,062
36,023901,065,047
36,023902,063,062
36,023902,065,047
36,024000,005,033
36,024000,047,017
36,024000,061,029
36,024000,065,047
36,024000,081,014
36,024001,063,062
36,024002,063,062
36,024100,005,033
36,024100,047,025
36,024100,061,031
36,024101,063,062
36,024101,065,047
36,024102,063,062
36,024102,065,047
36,024200,047,017
36,024200,061,029
36,024200,061,030
36,024200,065,047
36,024201,063,062
36,024202,063,062
36,024300,005,029
36,024300,047,025
36,024300,081,012
36,024300,081,015
36,024301,061,030
36,024301,061,031
36,024301,063,062
36,024301,065,047
36,024302,061,030
36,024302,063,062
36,024302,065,047
36,024303,063,062
36,024303,065,047
36,024400,005,034
36,024400,047,017
36,024400,047,022
36,024400,065,047
36,024401,063,062
36,024401,085,024
36,024402,085,024
36,024404,063,062
36,024405,063,062
36,024406,063,062
36,024500,047,025
36,024500,061,031
36,024500,065,047
36,024500,081,012
36,024501,005,029
36,024501,063,062
36,024502,005,033
36,024502,063,062
36,024600,005,033
36,024600,005,034
36,024600,047,017
36,024600,047,022
36,024600,063,062
36,024600,081,014
36,024700,005,033
36,024700,047,025
36,024700,061,031
36,024700,081,012
36,024700,085,023
36,024800,005,034
36,024800,047,017
36,024800,085,024
36,024900,005,033
36,024900,047,025
36,024900,061,031
36,024900,081,012
36,025000,005,034
36,025000,047,017
36,025000,047,022
36,025001,065,053
36,025002,065,053
36,025003,065,053
36,025100,005,033
36,025100,047,025
36,025100,061,031
36,025100,065,047
36,025100,081,012
36,025100,085,024
36,025200,005,034
36,025200,047,017
36,025200,047,022
36,025200,065,047
36,025300,005,033
36,025300,047,025
36,025300,061,031
36,025300,065,047
36,025301,081,012
36,025302,081,012
36,025400,005,034
36,025400,047,017
36,025400,047,022
36,025400,065,047
36,025400,081,010
36,025400,081,014
36,025500,005,033
36,025500,047,018
36,025500,061,031
36,025500,065,047
36,025500,081,012
36,025500,081,013
36,025600,005,034
36,025600,047,022
36,025600,065,047
36,025600,065,053
36,025700,005,033
36,025700,047,018
36,025700,061,030
36,025700,065,047
36,025700,081,012
36,025800,047,022
36,025800,065,047
36,025800,081,014
36,025900,061,030
36,025900,065,047
36,025900,081,012
36,025900,081,016
36,025901,047,018
36,025901,047,025
36,025902,047,018
36,026000,047,022
36,026000,081,010
36,026100,005,033
36,026100,047,025
36,026100,061,031
36,026100,065,047
36,026100,081,012
36,026100,081,016
36,026200,047,022
36,026200,065,047
36,026200,081,010
36,026300,005,033
36,026300,047,025
36,026300,061,031
36,026300,065,047
36,026300,081,012
36,026300,081,016
36,026400,005,034
36,026400,047,022
36,026400,065,047
36,026400,081,010
36,026400,081,014
36,026500,005,033
36,026500,047,025
36,026500,061,031
36,026500,065,047
36,026500,081,012
36,026500,081,016
36,026600,047,022
36,026600,065,047
36,026600,081,014
36,026601,005,034
36,026602,005,034
36,026700,047,025
36,026700,061,031
36,026700,065,047
36,026700,081,013
36,026700,081,016
36,026701,005,033
36,026702,005,033
36,026800,047,022
36,026900,005,033
36,026900,047,025
36,026900,061,031
36,026901,081,013
36,026901,081,016
36,026902,081,013
36,026902,081,016
36,027000,047,022
36,027000,081,010
36,027100,047,025
36,027100,061,031
36,027100,081,013
36,027100,081,016
36,027200,047,022
36,027200,081,010
36,027300,005,033
36,027300,047,025
36,027300,061,031
36,027300,081,013
36,027301,085,024
36,027302,085,024
36,027400,047,022
36,027400,081,010
36,027401,005,034
36,027402,005,034
36,027500,047,025
36,027500,061,031
36,027500,081,013
36,027600,005,034
36,027600,005,036
36,027600,047,022
36,027600,047,023
36,027600,081,010
36,027600,081,014
36,027700,005,033
36,027700,005,034
36,027700,047,025
36,027700,061,031
36,027700,081,013
36,027702,085,024
36,027704,085,024
36,027705,085,024
36,027706,085,024
36,027800,047,022
36,027800,047,023
36,027800,081,010
36,027800,081,014
36,027900,005,033
36,027900,005,034
36,027900,047,025
36,027900,061,031
36,027900,081,013
36,027900,085,024
36,028000,047,022
36,028000,047,023
36,028000,081,014
36,028100,005,034
36,028100,047,018
36,028100,047,025
36,028100,061,031
36,028100,081,013
36,028200,047,023
36,028200,081,010
36,028200,081,014
36,028300,005,033
36,028300,005,034
36,028300,047,018
36,028300,061,031
36,028300,081,013
36,028400,005,034
36,028400,047,022
36,028400,047,023
36,028400,081,010
36,028500,005,033
36,028500,005,034
36,028500,061,031
36,028500,081,013
36,028501,047,018
36,028502,047,018
36,028600,005,034
36,028600,047,023
36,028700,005,033
36,028700,005,034
36,028700,047,018
36,028700,061,031
36,028700,081,013
36,028700,081,016
36,028800,005,034
36,028800,047,022
36,028800,047,023
36,028800,081,010
36,028900,005,033
36,028900,005,034
36,028900,047,018
36,028900,047,025
36,028900,081,013
36,028900,081,016
36,029000,047,023
36,029100,047,025
36,029100,061,031
36,029100,081,013
36,029100,081,016
36,029102,085,024
36,029103,085,024
36,029104,085,024
36,029200,047,023
36,029300,047,025
36,029300,061,031
36,029300,081,016
36,029301,005,034
36,029302,005,034
36,029400,047,023
36,029400,081,010
36,029500,005,034
36,029500,047,025
36,029500,061,031
36,029500,081,012
36,029500,081,013
36,029600,005,034
36,029600,047,022
36,029600,047,023
36,029700,005,034
36,029700,047,025
36,029700,061,031
36,029700,081,012
36,029700,081,013
36,029800,047,022
36,029800,047,023
36,029900,047,025
36,029900,061,031
36,029900,081,013
36,030000,005,034
36,030000,027,041
36,030000,047,022
36,030000,047,023
36,030100,005,034
36,030100,013,057
36,030100,047,025
36,030100,051,059
36,030200,005,034
36,030200,005,036
36,030200,013,057
36,030200,047,022
36,030201,051,059
36,030202,051,059
36,030300,013,057
36,030300,047,025
36,030300,051,059
36,030300,061,031
36,030301,085,023
36,030302,085,023
36,030400,013,057
36,030400,047,022
36,030400,047,023
36,030400,051,059
36,030500,013,057
36,030500,047,020
36,030500,047,025
36,030500,051,059
36,030501,053,053
36,030502,053,053
36,030600,013,057
36,030600,047,022
36,030600,047,023
36,030600,051,059
36,030600,081,010
36,030700,013,057
36,030700,047,025
36,030700,051,057
36,030700,053,053
36,030700,061,031
36,030701,005,034
36,030800,013,057
36,030800,047,023
36,030800,051,057
36,030800,051,059
36,030800,053,053
36,030900,005,034
36,030900,047,025
36,030900,051,057
36,030900,053,053
36,030900,061,031
36,030902,081,013
36,030903,081,013
36,030904,081,013
36,031000,005,034
36,031000,051,059
36,031000,053,053
36,031100,047,025
36,031100,051,057
36,031100,053,053
36,031100,061,031
36,031200,005,034
36,031200,051,057
36,031200,051,059
36,031300,047,025
36,031300,051,057
36,031300,051,059
36,031400,005,034
36,031400,047,022
36,031400,047,023
36,031400,051,057
36,031500,047,025
36,031600,005,034
36,031700,081,013
36,031701,047,025
36,031702,047,020
36,031703,061,026
36,031704,061,026
36,031800,005,034
36,031900,005,034
36,031900,047,020
36,031900,061,026
36,031900,093,049
36,031901,085,023
36,031902,085,023
36,032000,081,010
36,032000,093,049
36,032100,047,020
36,032101,093,049
36,032102,093,049
36,032200,093,049
36,032300,005,034
36,032300,047,020
36,032300,085,023
36,032300,085,024
36,032300,093,049
36,032400,005,034
36,032402,093,049
36,032403,093,049
36,032404,093,049
36,032500,047,020
36,032502,093,049
36,032503,093,049
36,032504,093,049
36,032600,005,034
36,032600,047,023
36,032601,093,046
36,032602,093,046
36,032700,047,020
36,032700,047,021
36,032700,081,013
36,032700,093,046
36,032800,005,034
36,032800,047,023
36,032800,081,010
36,032800,081,014
36,032900,047,020
36,032900,081,013
36,032901,093,046
36,032902,093,046
36,033000,005,034
36,033000,047,023
36,033000,081,010
36,033000,081,014
36,033002,093,046
36,033003,093,046
36,033004,093,046
36,033100,047,020
36,033100,081,011
36,033100,081,013
36,033101,093,046
36,033102,093,046
36,033200,093,046
36,033200,093,049
36,033201,005,034
36,033202,005,034
36,033300,047,020
36,033300,093,046
36,033400,005,033
36,033400,005,034
36,033400,005,036
36,033400,093,049
36,033401,081,010
36,033402,081,010
36,033500,005,034
36,033500,047,020
36,033500,093,046
36,033500,093,049
36,033600,005,036
36,033600,047,023
36,033700,005,034
36,033700,047,020
36,033700,081,013
36,033800,005,036
36,033900,047,020
36,033900,047,025
36,033900,081,013
36,034000,005,036
36,034000,047,023
36,034100,047,025
36,034200,005,036
36,034200,047,023
36,034300,005,034
36,034300,047,025
36,034400,005,036
36,034500,005,034
36,034500,047,025
36,034700,047,025
36,034700,081,013
36,034800,005,036
36,034800,047,023
36,034900,047,020
36,035000,005,036
36,035000,047,023
36,035100,005,034
36,035100,013,057
36,035100,047,020
36,035100,081,013
36,035200,047,023
36,035200,081,010
36,035200,081,014
36,035300,013,057
36,035300,047,020
36,035300,081,013
36,035400,013,057
36,035400,047,023
36,035500,013,057
36,035500,047,020
36,035600,005,036
36,035600,013,057
36,035601,047,023
36,035602,047,023
36,035700,013,057
36,035700,047,020
36,035700,081,013
36,035800,005,036
36,035800,013,057
36,035800,081,014
36,035900,005,032
36,035900,047,020
36,035900,047,025
36,035901,013,057
36,035902,013,057
36,036000,005,034
36,036000,005,036
36,036000,013,057
36,036001,047,023
36,036002,047,023
36,036100,005,032
36,036100,005,033
36,036100,013,057
36,036100,047,020
36,036100,081,013
36,036200,047,023
36,036300,005,032
36,036300,005,033
36,036300,013,057
36,036300,047,019
36,036300,047,020
36,036300,047,025
36,036300,081,013
36,036400,005,036
36,036400,047,023
