State,Tract,County,StateLegislativeDistrictsUpper
36,036401,013,057
36,036402,013,057
36,036500,013,057
36,036500,081,013
36,036501,005,032
36,036501,005,033
36,036501,047,019
36,036501,047,020
36,036501,047,025
36,036502,005,032
36,036502,005,033
36,036502,047,019
36,036600,013,057
36,036600,047,023
36,036600,081,014
36,036700,005,032
36,036700,005,033
36,036700,013,057
36,036700,047,018
36,036700,047,019
36,036700,081,013
36,036800,005,036
36,036800,013,057
36,036800,081,014
36,036900,047,018
36,036900,047,025
36,036901,005,033
36,036901,013,057
36,036902,005,033
36,036902,013,057
36,037000,005,036
36,037000,013,057
36,037000,047,022
36,037000,047,023
36,037100,005,033
36,037100,013,057
36,037100,047,025
36,037100,081,013
36,037200,005,036
36,037200,013,057
36,037300,005,033
36,037300,013,057
36,037300,047,018
36,037300,047,025
36,037300,081,013
36,037400,005,036
36,037400,013,057
36,037401,047,022
36,037401,047,023
36,037402,047,022
36,037402,047,023
36,037500,013,057
36,037500,047,018
36,037500,047,025
36,037500,081,013
36,037504,005,033
36,037600,005,036
36,037600,013,057
36,037600,081,014
36,037700,047,025
36,037700,081,013
36,037800,005,036
36,037900,005,033
36,037900,047,025
36,037900,081,013
36,038000,005,036
36,038100,005,033
36,038100,047,025
36,038100,081,013
36,038200,005,036
36,038200,047,023
36,038300,047,025
36,038301,005,033
36,038301,081,013
36,038302,005,033
36,038302,005,034
36,038302,081,013
36,038302,081,014
36,038302,081,015
36,038302,081,016
36,038400,081,014
36,038500,005,033
36,038500,005,034
36,038500,047,025
36,038600,005,036
36,038600,047,022
36,038600,047,023
36,038700,005,033
36,038700,005,034
36,038700,047,018
36,038700,047,025
36,038800,005,036
36,038800,047,022
36,038800,047,023
36,038900,005,033
36,038900,005,034
36,038900,047,018
36,039000,005,036
36,039000,047,022
36,039100,005,033
36,039100,047,018
36,039200,005,036
36,039200,047,022
36,039300,005,033
36,039300,005,034
36,039300,047,018
36,039400,005,036
36,039400,047,022
36,039400,081,014
36,039500,005,033
36,039500,047,018
36,039600,005,036
36,039600,047,022
36,039700,005,033
36,039700,005,034
36,039700,047,018
36,039800,005,036
36,039800,047,022
36,039800,081,014
36,039900,047,018
36,039900,081,013
36,039901,005,033
36,039902,005,033
36,040000,047,022
36,040000,081,014
36,040001,027,041
36,040003,027,041
36,040100,005,033
36,040100,011,054
36,040100,047,018
36,040100,081,013
36,040100,083,043
36,040200,011,050
36,040200,047,022
36,040200,073,062
36,040200,081,014
36,040200,083,043
36,040200,083,044
36,040300,011,054
36,040300,047,018
36,040300,073,062
36,040300,081,013
36,040300,083,043
36,040300,083,044
36,040302,005,033
36,040303,005,033
36,040304,005,033
36,040400,005,036
36,040400,011,050
36,040400,047,017
36,040400,047,022
36,040400,073,062
36,040400,081,014
36,040400,083,044
36,040500,011,054
36,040500,047,018
36,040500,073,062
36,040500,081,013
36,040500,083,044
36,040501,005,033
36,040502,005,033
36,040600,005,036
36,040600,011,050
36,040600,047,022
36,040600,073,062
36,040600,083,044
36,040700,011,051
36,040700,047,018
36,040700,073,062
36,040700,081,013
36,040700,083,044
36,040701,005,033
36,040701,005,034
36,040702,005,033
36,040702,005,034
36,040800,005,036
36,040800,011,051
36,040800,047,022
36,040800,083,044
36,040801,073,062
36,040802,073,062
36,040900,005,034
36,040900,005,036
36,040900,011,051
36,040900,047,018
36,040900,081,013
36,040900,083,044
36,041000,011,054
36,041000,047,022
36,041000,083,044
36,041100,005,034
36,041100,005,036
36,041100,011,054
36,041100,047,018
36,041100,081,013
36,041100,083,044
36,041200,011,054
36,041200,047,017
36,041200,047,022
36,041200,083,044
36,041300,005,034
36,041300,005,036
36,041300,011,050
36,041300,011,054
36,041300,047,018
36,041300,081,013
36,041300,083,044
36,041400,005,036
36,041400,011,050
36,041400,081,014
36,041400,083,043
36,041400,083,044
36,041401,047,022
36,041402,047,022
36,041500,005,034
36,041500,005,036
36,041500,011,050
36,041500,011,054
36,041500,047,018
36,041500,081,013
36,041600,011,050
36,041600,011,054
36,041600,047,022
36,041700,011,050
36,041700,011,054
36,041700,047,018
36,041800,005,034
36,041800,005,036
36,041800,011,050
36,041800,011,054
36,041800,047,017
36,041800,047,022
36,041900,005,036
36,041900,047,018
36,042000,005,036
36,042000,047,017
36,042000,047,022
36,042100,005,034
36,042100,005,036
36,042100,011,050
36,042100,047,018
36,042200,005,036
36,042200,047,017
36,042200,047,022
36,042300,005,036
36,042300,047,018
36,042400,005,036
36,042400,047,017
36,042400,081,014
36,042500,005,034
36,042500,005,036
36,042500,047,018
36,042600,005,036
36,042600,047,017
36,042600,047,022
36,042600,081,014
36,042700,047,018
36,042700,081,013
36,042800,005,036
36,042800,047,017
36,042800,047,022
36,042900,047,018
36,042901,005,036
36,042902,005,036
36,043000,005,036
36,043000,047,017
36,043100,005,036
36,043100,047,018
36,043200,047,017
36,043200,081,014
36,043300,047,018
36,043400,005,036
36,043400,047,017
36,043400,081,014
36,043500,005,034
36,043500,047,018
36,043600,005,036
36,043600,047,017
36,043700,047,018
36,043701,081,013
36,043701,081,016
36,043702,081,013
36,043702,081,016
36,043800,047,017
36,043800,047,022
36,043900,047,018
36,043900,081,013
36,044000,047,017
36,044000,047,022
36,044000,081,014
36,044100,047,018
36,044200,005,036
36,044200,047,022
36,044300,047,018
36,044301,081,013
36,044302,081,013
36,044400,005,036
36,044400,047,022
36,044400,081,011
36,044400,081,014
36,044500,047,018
36,044600,047,017
36,044600,047,022
36,044601,081,014
36,044602,081,011
36,044602,081,014
36,044700,047,018
36,044800,005,036
36,044800,047,017
36,044800,047,022
36,044800,081,011
36,044800,081,014
36,044900,047,018
36,044901,005,034
36,044902,005,034
36,045000,047,017
36,045000,081,011
36,045101,005,034
36,045102,005,034
36,045200,047,017
36,045200,047,022
36,045200,081,011
36,045200,081,014
36,045300,047,018
36,045400,047,017
36,045400,047,022
36,045400,081,011
36,045400,081,014
36,045500,081,013
36,045500,081,016
36,045600,005,034
36,045600,005,036
36,045600,047,017
36,045600,081,011
36,045700,081,013
36,045700,081,016
36,045800,005,036
36,045800,047,017
36,045800,081,011
36,045800,081,014
36,045900,081,013
36,045900,081,016
36,046000,005,036
36,046000,047,017
36,046000,081,011
36,046000,081,014
36,046100,081,013
36,046100,081,016
36,046200,081,011
36,046200,081,014
36,046201,005,034
36,046201,005,036
36,046201,047,017
36,046202,005,034
36,046202,005,036
36,046202,047,017
36,046300,081,013
36,046400,047,017
36,046400,081,011
36,046400,081,014
36,046500,081,013
36,046600,081,011
36,046600,081,014
36,046700,081,013
36,046700,081,016
36,046800,047,017
36,046800,081,011
36,046800,081,014
36,046900,081,013
36,046900,081,016
36,047000,047,017
36,047000,081,011
36,047000,081,014
36,047100,081,013
36,047100,081,016
36,047200,047,017
36,047200,081,011
36,047200,081,014
36,047300,081,016
36,047400,047,017
36,047500,081,016
36,047600,047,017
36,047600,081,011
36,047600,081,014
36,047700,047,018
36,047800,047,017
36,047800,081,011
36,047800,081,014
36,047900,081,015
36,047900,081,016
36,048000,047,017
36,048000,081,011
36,048000,081,014
36,048100,047,018
36,048100,081,012
36,048100,081,016
36,048200,047,017
36,048200,081,014
36,048300,081,012
36,048300,081,016
36,048400,005,034
36,048400,005,036
36,048400,047,017
36,048400,081,014
36,048500,047,018
36,048500,081,012
36,048500,081,016
36,048600,047,021
36,048800,047,017
36,048800,047,021
36,048900,047,018
36,048900,081,015
36,048900,081,016
36,049000,047,017
36,049100,047,018
36,049100,047,026
36,049200,047,017
36,049200,047,021
36,049200,081,011
36,049200,081,014
36,049300,047,018
36,049301,081,015
36,049302,081,015
36,049400,047,017
36,049400,047,021
36,049500,047,018
36,049500,081,015
36,049600,047,021
36,049600,081,014
36,049700,047,018
36,049700,081,015
36,049800,047,021
36,049900,047,026
36,049900,081,015
36,049900,081,016
36,050000,047,021
36,050000,081,014
36,050100,047,018
36,050101,069,055
36,050102,027,041
36,050102,069,055
36,050103,027,041
36,050104,027,041
36,050201,069,054
36,050201,081,014
36,050202,047,021
36,050202,069,054
36,050202,081,014
36,050203,027,041
36,050204,027,041
36,050205,027,041
36,050300,047,018
36,050301,069,054
36,050302,069,054
36,050400,005,034
36,050400,047,021
36,050400,069,054
36,050400,081,014
36,050500,047,018
36,050500,069,055
36,050500,081,015
36,050500,081,016
36,050600,047,021
36,050600,081,014
36,050601,069,054
36,050602,069,054
36,050700,047,018
36,050700,047,026
36,050700,081,015
36,050700,081,016
36,050800,069,054
36,050800,081,014
36,050801,047,021
36,050803,047,021
36,050804,047,021
36,050900,047,026
36,050900,069,054
36,051000,069,054
36,051000,081,014
36,051001,047,021
36,051002,047,021
36,051100,047,018
36,051100,069,054
36,051100,081,015
36,051200,047,021
36,051200,069,054
36,051200,081,014
36,051300,047,018
36,051300,069,054
36,051300,081,015
36,051400,047,021
36,051400,069,054
36,051500,047,018
36,051500,047,026
36,051500,069,054
36,051500,081,015
36,051500,083,044
36,051600,005,034
36,051600,069,054
36,051600,081,014
36,051600,083,044
36,051601,047,021
36,051602,047,021
36,051700,047,026
36,051700,069,054
36,051700,081,015
36,051701,083,043
36,051702,083,043
36,051800,047,017
36,051800,047,021
36,051800,069,054
36,051800,081,014
36,051800,083,043
36,051900,047,018
36,051900,047,026
36,051900,069,054
36,051901,083,043
36,051902,083,043
36,052000,047,017
36,052000,047,021
36,052000,069,055
36,052000,081,014
36,052002,083,043
36,052003,083,043
36,052004,083,043
36,052100,069,055
36,052100,081,015
36,052101,083,043
36,052102,083,043
36,052103,083,043
36,052200,069,055
36,052200,081,014
36,052201,083,043
36,052203,083,043
36,052204,083,043
36,052300,047,018
36,052301,083,043
36,052303,083,043
36,052304,083,043
36,052400,081,014
36,052402,083,043
36,052403,083,043
36,052404,083,043
36,052500,047,018
36,052500,047,026
36,052500,081,015
36,052501,083,043
36,052502,083,043
36,052503,083,043
36,052600,047,017
36,052600,047,021
36,052600,081,014
36,052601,083,043
36,052602,083,043
36,052603,083,043
36,052700,047,018
36,052800,047,017
36,052800,081,014
36,052900,047,018
36,052900,047,026
36,053000,047,017
36,053000,081,014
36,053100,047,026
36,053100,081,015
36,053200,047,017
36,053200,081,014
36,053300,047,026
36,053400,047,017
36,053401,081,014
36,053500,047,026
36,053500,081,012
36,053500,081,015
36,053601,081,014
36,053700,047,026
36,053800,047,017
36,053800,081,014
36,053900,047,026
36,053900,081,012
36,054000,081,014
36,054200,047,017
36,054200,081,014
36,054300,047,025
36,054300,047,026
36,054400,047,017
36,054500,047,018
36,054500,047,026
36,054500,081,012
36,054600,047,017
36,054700,047,018
36,054700,047,026
36,054700,081,012
36,054800,047,017
36,054800,081,014
36,054900,047,018
36,054900,047,026
36,054900,081,012
36,055000,047,017
36,055100,047,018
36,055100,047,026
36,055100,081,012
36,055100,081,015
36,055200,047,017
36,055200,081,014
36,055300,047,018
36,055300,047,026
36,055300,081,012
36,055400,047,017
36,055400,081,011
36,055400,081,014
36,055500,047,018
36,055500,047,026
36,055500,081,012
36,055600,047,017
36,055600,081,014
36,055700,047,026
36,055700,081,012
36,055800,047,017
36,055800,081,014
36,055900,081,012
36,056000,047,017
36,056000,081,011
36,056000,081,014
36,056100,047,026
36,056100,081,012
36,056100,081,015
36,056200,047,017
36,056200,081,011
36,056200,081,014
36,056300,047,018
36,056300,047,026
36,056400,047,017
36,056400,047,019
36,056400,047,022
36,056400,081,011
36,056400,081,014
36,056500,047,018
36,056500,047,026
36,056500,081,012
36,056600,047,019
36,056600,047,022
36,056600,081,014
36,056700,081,012
36,056700,081,015
36,056800,047,019
36,056800,047,022
36,056800,081,014
36,056900,047,026
36,057000,047,019
36,057100,047,026
36,057200,047,019
36,057300,047,018
36,057300,047,026
36,057400,047,019
36,057500,047,018
36,057500,047,026
36,057600,047,017
36,057600,047,019
36,057700,081,012
36,057700,081,015
36,057800,047,017
36,057800,047,019
36,057900,047,018
36,057900,081,015
36,058000,047,017
36,058000,047,019
36,058000,081,014
36,058100,081,015
36,058200,047,017
36,058200,047,019
36,058200,081,014
36,058300,081,015
36,058400,047,017
36,058400,047,019
36,058500,081,015
36,058600,047,019
36,058700,081,015
36,058800,047,017
36,058800,047,022
36,058900,047,018
36,058900,047,026
36,058900,081,012
36,058900,081,015
36,059000,047,017
36,059000,047,019
36,059000,047,022
36,059000,081,014
36,059100,047,026
36,059100,081,012
36,059100,081,015
36,059200,047,019
36,059200,047,022
36,059200,081,014
36,059300,047,018
36,059300,081,015
36,059400,081,014
36,059401,047,019
36,059401,047,022
36,059402,047,019
36,059500,081,012
36,059500,081,015
36,059600,047,019
36,059600,047,022
36,059600,081,014
36,059800,047,022
36,059800,047,023
36,059800,081,014
36,059900,081,015
36,060000,047,022
36,060000,047,023
36,060000,081,014
36,060100,027,041
36,060100,045,048
36,060100,081,015
36,060101,091,043
36,060102,091,043
36,060200,045,048
36,060200,091,043
36,060201,027,041
36,060202,027,041
36,060300,045,048
36,060300,081,015
36,060300,091,049
36,060301,027,041
36,060302,027,041
36,060400,027,041
36,060400,045,048
36,060400,091,049
36,060500,045,048
36,060501,091,049
36,060502,091,049
36,060503,091,049
36,060600,045,048
36,060600,047,022
36,060600,047,023
36,060600,081,014
36,060601,091,043
36,060602,091,043
36,060700,045,048
36,060701,081,015
36,060701,091,043
36,060702,091,043
36,060800,047,022
36,060800,047,023
36,060800,081,014
36,060800,091,043
36,060803,045,048
36,060804,045,048
36,060900,045,048
36,060901,091,043
36,060902,091,043
36,061000,045,048
36,061000,081,014
36,061000,091,043
36,061002,047,023
36,061003,047,023
36,061004,047,023
36,061100,045,048
36,061100,091,043
36,061200,045,048
36,061200,047,022
36,061200,081,014
36,061200,091,043
36,061200,091,049
36,061300,045,048
36,061301,081,015
36,061301,091,043
36,061302,081,015
36,061302,091,043
36,061302,091,049
36,061303,091,043
36,061400,045,048
36,061400,081,014
36,061401,091,049
36,061403,091,049
36,061404,091,049
36,061500,045,048
36,061500,091,049
36,061600,045,048
36,061600,047,022
36,061600,091,049
36,061601,081,014
36,061602,081,014
36,061700,045,048
36,061701,091,049
36,061702,091,049
36,061800,045,048
36,061800,081,014
36,061800,091,049
36,061900,045,048
36,061900,081,015
36,061901,091,049
36,061903,091,049
36,062000,047,022
36,062000,081,014
36,062000,091,043
36,062100,045,048
36,062100,081,015
36,062100,091,043
36,062200,045,048
36,062200,047,022
36,062200,047,023
36,062200,081,014
36,062200,091,043
36,062300,081,015
36,062300,091,043
36,062400,045,048
36,062400,081,014
36,062403,091,043
36,062404,091,043
36,062405,091,043
36,062406,091,043
36,062500,045,048
36,062500,081,015
36,062501,091,049
36,062503,091,049
36,062505,091,043
36,062506,091,049
36,062507,091,049
36,062508,091,049
36,062509,091,049
36,062600,047,019
36,062600,047,022
36,062600,081,014
36,062601,091,049
36,062602,091,049
36,062700,081,015
36,062700,091,043
36,062800,047,022
36,062800,091,043
36,062900,081,015
36,063000,081,014
36,063200,047,022
36,063200,081,014
36,063301,081,015
36,063302,081,015
36,063500,081,015
36,063600,047,022
36,063700,081,015
36,063800,047,022
36,063800,081,014
36,063900,081,015
36,064000,047,022
36,064101,081,012
36,064102,081,012
36,064102,081,015
36,064200,047,017
36,064200,047,019
36,064400,047,022
36,064500,081,015
36,064600,047,019
36,064600,047,022
36,064600,081,014
36,064800,047,019
36,064800,047,022
36,065000,047,019
36,065000,047,021
36,065000,081,014
36,065200,047,019
36,065200,047,022
36,065400,047,022
36,065400,081,010
36,065400,081,014
36,065501,081,015
36,065600,047,022
36,065600,081,010
36,065600,081,014
36,065702,081,015
36,065703,081,015
36,065800,047,022
36,065900,081,015
36,066000,047,022
36,066000,081,010
36,066100,081,015
36,066200,047,022
36,066300,081,015
36,066400,081,010
36,066501,081,015
36,066600,047,022
36,066701,081,015
36,066900,081,015
36,067000,047,019
36,067100,081,015
36,067200,047,019
36,067400,047,019
36,067400,047,021
36,067600,047,021
36,067700,081,015
36,067800,047,021
36,067900,081,015
36,067900,081,016
36,068000,047,019
36,068000,081,010
36,068000,081,014
36,068200,047,019
36,068200,081,014
36,068300,081,013
36,068300,081,016
36,068600,047,019
36,068700,081,015
36,068700,081,016
36,068800,047,019
36,069000,047,019
36,069000,081,010
36,069200,047,019
36,069200,047,021
36,069300,081,016
36,069400,081,010
36,069500,081,015
36,069500,081,016
36,069601,047,019
36,069602,047,019
36,069701,081,016
36,069702,081,015
36,069800,047,019
36,070000,047,019
36,070100,113,045
36,070101,027,041
36,070102,027,041
36,070200,057,046
36,070200,113,045
36,070201,027,041
36,070201,047,019
36,070202,047,019
36,070203,047,019
36,070300,057,046
36,070300,081,015
36,070300,113,045
36,070301,027,041
36,070400,057,046
36,070400,113,045
36,070401,027,041
36,070500,057,046
36,070500,113,045
36,070600,047,019
36,070600,057,046
36,070601,113,045
36,070602,113,045
36,070700,057,046
36,070700,081,015
36,070701,113,045
36,070702,113,045
36,070800,057,046
36,070800,113,045
36,070900,057,046
36,070900,081,015
36,070900,081,016
36,070900,113,045
36,071000,113,045
36,071100,081,015
36,071100,081,016
36,071303,081,016
36,071304,081,016
36,071305,081,016
36,071306,081,016
36,071600,081,010
36,071701,081,016
36,071702,081,016
36,071900,081,016
36,072000,047,021
36,072000,113,045
36,072100,057,046
36,072100,081,016
36,072200,047,021
36,072200,057,046
36,072300,057,046
36,072300,081,015
36,072400,047,021
36,072400,057,046
36,072500,057,046
36,072600,047,021
36,072600,057,046
36,072700,057,046
36,072800,047,021
36,072800,057,046
36,072900,081,015
36,073000,047,021
36,073000,113,045
36,073100,081,015
36,073200,047,021
36,073400,047,021
36,073500,113,045
36,073600,047,019
36,073600,047,021
36,073700,081,015
36,073700,081,016
36,073800,047,017
36,073800,047,019
36,073800,047,021
36,073900,081,015
36,073900,081,016
36,074000,047,021
36,074000,113,045
36,074100,081,015
36,074100,081,016
36,074200,047,017
36,074200,047,021
36,074300,081,015
36,074300,081,016
36,074400,047,017
36,074500,081,016
36,074600,047,019
36,074700,081,015
36,074700,081,016
36,074800,047,017
36,074800,047,021
36,074900,081,014
36,074900,081,015
36,075000,047,017
36,075000,047,021
36,075000,113,045
36,075200,047,017
36,075400,047,017
36,075600,047,017
36,075701,081,014
36,075701,081,015
36,075702,081,015
36,075702,081,016
36,075800,047,017
36,076000,047,017
36,076000,113,045
36,076200,047,017
36,076400,047,017
36,076400,047,021
36,076600,047,021
36,076800,047,017
36,076901,081,014
36,076901,081,015
36,076902,081,014
36,076902,081,015
36,077000,047,021
36,077200,047,017
36,077200,047,021
36,077300,081,014
36,077300,081,015
36,077400,047,017
36,077400,047,021
36,077500,081,014
36,077500,081,015
36,077600,047,021
36,077902,081,015
36,077902,081,016
36,077903,081,014
36,077903,081,015
36,077904,081,014
36,077904,081,015
36,077905,081,014
36,077906,081,015
36,077906,081,016
36,077907,081,015
36,077908,081,014
36,077908,081,015
36,077908,081,016
36,078000,047,021
36,078000,113,045
36,078200,047,021
36,078400,047,021
36,078600,047,021
36,078800,047,021
36,078800,081,010
36,079000,047,021
36,079000,081,010
36,079200,047,021
36,079200,081,010
36,079300,081,016
36,079400,047,021
36,079601,047,020
36,079601,047,021
36,079602,047,021
36,079701,081,016
36,079702,081,016
36,079801,047,020
36,079802,047,021
36,079900,081,016
36,080000,047,020
36,080100,039,046
36,080100,115,045
36,080103,027,041
36,080104,027,041
36,080200,047,020
36,080200,115,045
36,080201,027,041
36,080201,039,046
36,080202,027,041
36,080202,039,046
36,080300,039,046
36,080300,115,045
36,080301,081,016
36,080302,081,016
36,080400,047,020
36,080401,039,046
36,080402,039,046
36,080501,039,046
36,080502,039,046
36,080600,039,046
36,080600,047,020
36,080700,039,046
36,080800,039,046
36,080800,047,020
36,080900,039,046
36,080900,081,015
36,080900,081,016
36,081000,039,046
36,081000,047,020
36,081000,115,045
36,081101,039,046
36,081102,039,046
36,081400,047,020
36,081400,081,010
36,081600,047,020
36,081800,047,020
36,081800,081,010
36,082000,047,020
36,082001,115,045
36,082002,115,045
36,082200,047,020
36,082400,047,021
36,082600,047,021
36,082800,047,021
36,083000,047,021
36,083200,047,021
36,083400,047,021
36,083600,047,021
36,083700,081,016
36,083800,047,021
36,083800,081,010
36,083800,081,015
36,084000,047,021
36,084000,081,010
36,084000,115,045
36,084500,081,016
36,084600,047,021
36,084601,081,010
36,084601,081,015
36,084602,081,010
36,084800,047,021
36,084900,081,016
36,085000,047,021
36,085000,115,045
36,085200,047,021
36,085300,081,016
36,085400,047,021
36,085500,081,016
36,085600,047,021
36,085700,081,016
36,085800,047,021
36,085900,081,016
36,086000,047,021
36,086000,115,045
36,086100,081,016
36,086200,047,021
36,086300,081,016
36,086400,047,020
36,086400,081,015
36,086500,081,016
36,086600,047,020
36,086800,047,020
36,086900,081,011
36,086900,081,016
36,087000,047,020
36,087000,115,045
36,087100,081,011
36,087100,081,016
36,087200,047,020
36,087401,047,020
36,087600,047,020
36,087800,047,020
36,088000,047,020
36,088000,115,045
36,088200,047,020
36,088400,047,020
36,088400,081,015
36,088600,047,020
36,088800,047,020
36,088800,047,021
36,088901,081,011
36,088901,081,016
36,089000,047,019
36,089000,047,020
36,089000,047,021
36,089000,115,045
36,089200,047,020
36,089200,081,015
36,089400,047,019
36,089400,047,020
36,089600,047,019
36,089800,047,019
36,089800,047,020
36,090000,027,041
36,090000,047,020
36,090000,115,045
36,090200,047,020
36,090600,047,019
36,090600,047,020
36,090700,081,011
36,090800,047,019
36,090800,047,020
36,091000,047,019
36,091000,047,020
36,091000,115,045
36,091200,047,020
36,091600,047,019
36,091601,081,015
36,091602,081,015
36,091800,047,019
36,091800,047,020
36,091800,081,015
36,091900,081,011
36,092000,047,019
36,092000,115,045
36,092200,047,019
36,092200,081,015
36,092400,047,020
36,092500,081,011
36,092800,047,019
36,092800,047,021
36,092800,081,015
36,092900,081,011
36,093000,047,021
36,093000,115,043
36,093200,047,021
36,093400,047,021
36,093401,081,015
36,093402,081,015
36,093600,047,021
36,093800,047,021
36,093800,081,015
36,093900,081,011
36,094000,115,043
36,094201,081,010
36,094201,081,015
36,094202,081,010
36,094202,081,015
36,094203,081,010
36,094203,081,015
36,094401,047,021
36,094402,047,021
36,094500,081,011
36,094600,047,021
36,094700,081,011
36,095000,047,019
36,095000,047,021
36,095400,047,019
36,095400,081,010
36,095400,081,015
36,095600,047,019
36,095800,047,019
36,096000,047,021
36,096200,047,019
36,096200,047,021
36,096400,047,019
36,096400,081,010
36,096400,081,015
36,096600,047,019
36,096800,047,019
36,097000,047,019
36,097000,047,021
36,097202,081,010
36,097202,081,015
36,097203,081,010
36,097204,081,010
36,097300,081,011
36,097400,047,019
36,098100,081,011
36,098200,047,019
36,098400,047,019
36,098600,047,019
36,098700,081,011
36,098800,047,019
36,099000,047,019
36,099100,081,011
36,099200,047,019
36,099200,081,010
36,099200,081,015
36,099400,047,019
36,099600,047,019
36,099701,081,011
36,099703,081,011
36,099704,081,011
36,099705,081,011
36,099800,047,019
36,099801,081,010
36,099802,081,010
36,099802,081,015
36,099900,081,011
36,100000,027,041
36,100100,019,045
36,100200,019,045
36,100300,019,045
36,100400,019,045
36,100400,047,019
36,100600,019,045
36,100600,047,019
36,100700,019,045
36,100800,019,045
36,100800,047,019
36,100801,081,010
36,100802,081,010
36,100900,019,045
36,101000,019,045
36,101000,047,019
36,101001,081,010
36,101001,081,015
36,101002,081,015
36,101100,019,045
36,101200,047,019
36,101300,019,045
36,101400,019,045
36,101400,047,019
36,101600,019,045
36,101600,047,019
36,101700,019,045
36,101700,081,011
36,101800,019,045
36,101800,047,019
36,101900,019,045
36,102000,019,045
36,102000,047,019
36,102100,019,045
36,102200,019,045
36,102200,047,019
36,102400,047,019
36,102600,047,019
36,102800,047,019
36,102900,081,011
36,103201,081,010
36,103202,081,010
36,103202,081,015
36,103300,081,011
36,103400,047,019
36,103900,081,011
36,104700,081,011
36,104700,081,016
36,105801,047,019
36,105804,047,019
36,105900,081,011
36,107000,047,019
36,107201,081,015
36,107202,081,010
36,107202,081,015
36,107800,047,019
36,108500,081,011
36,109300,081,011
36,109700,081,011
36,109800,047,019
36,109900,081,011
36,110003,027,040
36,110004,027,040
36,110005,027,040
36,110101,103,005
36,110102,103,005
36,110200,103,005
36,110300,103,005
36,110400,047,019
36,110401,103,005
36,110402,103,005
36,110501,103,002
36,110501,103,005
36,110502,103,002
36,110502,103,005
36,110600,047,019
36,110600,103,005
36,110801,103,005
36,110803,103,002
36,110803,103,005
36,110901,103,005
36,110902,103,005
36,111000,047,019
36,111001,103,005
36,111002,103,005
36,111100,103,005
36,111201,103,005
36,111202,103,005
36,111300,081,011
36,111300,103,005
36,111401,103,005
36,111402,103,005
36,111503,103,002
36,111503,103,005
36,111504,103,005
36,111505,103,002
36,111505,103,005
36,111506,103,002
36,111506,103,005
36,111600,047,019
36,111601,103,002
36,111602,103,002
36,111701,103,002
36,111701,103,005
36,111703,103,002
36,111704,103,002
36,111800,047,019
36,111801,103,005
36,111802,103,005
36,111803,103,005
36,111804,103,005
36,111900,103,005
36,112000,047,019
36,112001,103,005
36,112002,103,005
36,112102,103,005
36,112103,103,005
36,112104,103,005
36,112200,047,019
36,112204,103,005
36,112206,103,002
36,112206,103,005
36,112210,103,002
36,112210,103,005
36,112211,103,002
36,112212,103,002
36,112212,103,005
36,112213,103,002
36,112214,103,002
36,112214,103,005
36,112300,081,011
36,112400,047,019
36,112600,047,019
36,112800,047,019
36,112900,081,011
36,113000,047,019
36,113200,047,019
36,113300,081,011
36,113400,047,019
36,113400,047,020
36,113900,081,011
36,114100,081,011
36,114201,047,018
36,114202,047,018
36,114400,047,018
36,114400,047,019
36,114400,047,020
36,114600,047,018
36,114700,081,011
36,115000,047,018
36,115000,047,019
36,115100,081,011
36,115200,047,018
36,115200,047,019
36,115500,081,011
36,115500,081,016
36,115600,047,019
36,115700,081,011
36,115700,081,016
36,115800,047,019
36,115900,081,016
36,116000,047,018
36,116000,047,019
36,116100,081,016
36,116200,047,019
36,116300,081,016
36,116400,047,018
36,116400,047,019
36,116600,047,018
36,116600,047,019
36,116700,081,016
36,116800,047,018
36,117000,047,018
36,117100,081,011
36,117100,081,016
36,117201,047,018
36,117202,047,018
36,117400,047,018
36,117500,081,011
36,117500,081,016
36,117601,047,018
36,117602,047,018
36,117800,047,018
36,118000,047,018
36,118100,081,011
36,118201,047,018
36,118202,047,018
36,118400,047,018
36,118500,081,011
36,118500,081,016
36,118600,047,018
36,118600,047,019
36,118700,081,016
36,118800,047,018
36,118800,047,019
36,118900,081,016
36,119000,047,018
36,119000,047,019
36,119100,081,011
36,119100,081,016
36,119200,047,018
36,119300,081,011
36,119400,047,018
36,119400,047,019
36,119500,081,011
36,119600,047,018
36,119600,047,019
36,119800,047,018
36,119800,047,019
36,119900,081,016
36,120000,027,041
36,120000,047,019
36,120100,081,016
36,120200,047,019
36,120300,081,016
36,120500,081,016
36,120700,081,011
36,120700,081,016
36,120800,047,019
36,121000,047,018
36,121000,047,019
36,121100,081,011
36,121400,047,019
36,121500,081,011
36,121500,081,016
36,122000,047,019
36,122300,081,011
36,122300,081,016
36,122300,103,008
36,122403,103,008
36,122404,103,008
36,122405,103,004
36,122405,103,008
36,122406,103,004
36,122406,103,008
36,122501,103,004
36,122502,103,004
36,122601,103,004
36,122602,103,004
36,122603,103,004
36,122701,081,016
36,122702,081,014
36,122702,081,016
36,122704,103,004
36,122705,103,004
36,122706,103,004
36,122707,103,004
36,122801,103,004
36,122802,103,004
36,122901,103,004
36,122902,103,004
36,123001,103,004
36,123002,103,004
36,123101,103,004
36,123102,103,004
36,123201,103,008
36,123202,103,008
36,123301,103,008
36,123302,103,008
36,123401,103,008
36,123402,103,004
36,123402,103,008
36,123500,103,008
36,123600,103,008
36,123700,047,018
36,123700,047,025
36,123700,047,026
36,123701,103,008
