State,Tract,County,StateLegislativeDistrictsLower
36,062000,047,045
36,062000,081,029
36,062000,091,113
36,062100,045,116
36,062100,081,028
36,062100,091,113
36,062200,045,116
36,062200,047,041
36,062200,047,059
36,062200,081,033
36,062200,091,113
36,062300,081,038
36,062300,091,113
36,062400,045,117
36,062400,081,029
36,062403,091,112
36,062404,091,112
36,062405,091,112
36,062406,091,112
36,062500,045,116
36,062500,045,117
36,062500,045,120
36,062500,081,028
36,062500,081,038
36,062501,091,112
36,062503,091,112
36,062505,091,112
36,062506,091,112
36,062507,091,112
36,062508,091,112
36,062509,091,112
36,062600,047,041
36,062600,081,029
36,062601,091,112
36,062602,091,112
36,062700,081,028
36,062700,081,038
36,062700,091,108
36,062800,047,041
36,062800,047,059
36,062800,091,108
36,062900,081,038
36,063000,081,029
36,063200,047,041
36,063200,081,029
36,063301,081,028
36,063302,081,028
36,063500,081,028
36,063500,081,038
36,063600,047,059
36,063700,081,028
36,063800,047,041
36,063800,047,059
36,063800,081,029
36,063900,081,028
36,063900,081,038
36,064000,047,041
36,064000,047,059
36,064101,081,038
36,064102,081,028
36,064102,081,038
36,064200,047,041
36,064400,047,041
36,064500,081,028
36,064600,047,041
36,064600,081,029
36,064800,047,041
36,065000,047,041
36,065000,081,029
36,065200,047,059
36,065400,047,059
36,065400,081,029
36,065400,081,031
36,065501,081,028
36,065600,047,059
36,065600,081,029
36,065702,081,028
36,065703,081,028
36,065800,047,059
36,065900,081,028
36,065900,081,030
36,066000,047,059
36,066000,081,029
36,066100,081,028
36,066100,081,030
36,066200,047,059
36,066300,081,030
36,066400,081,029
36,066400,081,031
36,066501,081,030
36,066600,047,041
36,066600,047,059
36,066701,081,030
36,066900,081,030
36,067000,047,059
36,067100,081,030
36,067200,047,059
36,067400,047,059
36,067600,047,041
36,067600,047,059
36,067700,081,030
36,067800,047,059
36,067900,081,030
36,068000,047,059
36,068000,081,029
36,068000,081,031
36,068200,047,059
36,068200,081,029
36,068300,081,035
36,068600,047,059
36,068700,081,028
36,068700,081,030
36,068700,081,035
36,068800,047,059
36,069000,047,059
36,069000,081,031
36,069200,047,059
36,069300,081,028
36,069400,081,031
36,069500,081,028
36,069500,081,030
36,069601,047,059
36,069602,047,059
36,069701,081,028
36,069702,081,028
36,069800,047,059
36,070000,047,059
36,070100,113,114
36,070101,027,106
36,070102,027,106
36,070200,057,111
36,070200,113,114
36,070201,027,106
36,070201,047,059
36,070202,047,059
36,070203,047,059
36,070300,057,111
36,070300,081,028
36,070300,113,114
36,070301,027,106
36,070400,057,111
36,070400,113,114
36,070401,027,106
36,070500,057,111
36,070500,113,114
36,070600,047,059
36,070600,057,111
36,070601,113,114
36,070602,113,114
36,070700,057,111
36,070700,081,028
36,070701,113,114
36,070702,113,114
36,070800,057,111
36,070800,113,114
36,070900,057,111
36,070900,081,028
36,070900,113,114
36,071000,113,114
36,071100,081,028
36,071303,081,028
36,071304,081,028
36,071305,081,028
36,071306,081,028
36,071600,081,023
36,071600,081,031
36,071701,081,028
36,071701,081,035
36,071702,081,028
36,071702,081,035
36,071900,081,027
36,071900,081,035
36,072000,047,059
36,072000,113,114
36,072100,057,111
36,072100,081,027
36,072100,081,028
36,072200,047,041
36,072200,047,059
36,072200,057,111
36,072300,057,111
36,072300,081,028
36,072400,047,041
36,072400,047,059
36,072400,057,111
36,072500,057,111
36,072600,047,041
36,072600,047,058
36,072600,057,111
36,072700,057,111
36,072800,047,041
36,072800,047,059
36,072800,057,111
36,072900,081,028
36,073000,047,041
36,073000,047,059
36,073000,113,114
36,073100,081,028
36,073200,047,041
36,073400,047,041
36,073500,113,114
36,073600,047,041
36,073700,081,028
36,073800,047,041
36,073900,081,028
36,074000,047,041
36,074000,113,114
36,074100,081,028
36,074200,047,041
36,074200,047,042
36,074300,081,027
36,074300,081,028
36,074400,047,041
36,074400,047,042
36,074500,081,027
36,074500,081,035
36,074600,047,041
36,074600,047,042
36,074700,081,027
36,074800,047,042
36,074900,081,028
36,075000,047,042
36,075000,113,114
36,075200,047,042
36,075400,047,042
36,075400,047,048
36,075600,047,041
36,075600,047,042
36,075701,081,027
36,075701,081,028
36,075702,081,027
36,075702,081,028
36,075800,047,041
36,075800,047,042
36,076000,047,048
36,076000,113,114
36,076200,047,042
36,076200,047,048
36,076400,047,042
36,076400,047,044
36,076600,047,042
36,076800,047,045
36,076800,047,048
36,076901,081,028
36,076902,081,028
36,077000,047,042
36,077200,047,042
36,077300,081,028
36,077400,047,042
36,077500,081,027
36,077500,081,028
36,077600,047,041
36,077600,047,042
36,077902,081,027
36,077903,081,027
36,077904,081,025
36,077904,081,027
36,077905,081,024
36,077905,081,025
36,077905,081,027
36,077906,081,027
36,077907,081,027
36,077908,081,025
36,077908,081,027
36,078000,047,058
36,078000,113,114
36,078200,047,058
36,078400,047,058
36,078600,047,042
36,078600,047,058
36,078800,047,042
36,078800,047,058
36,078800,081,032
36,079000,047,042
36,079000,081,031
36,079000,081,032
36,079200,047,042
36,079200,081,031
36,079200,081,032
36,079300,081,027
36,079400,047,042
36,079601,047,043
36,079602,047,042
36,079602,047,043
36,079701,081,025
36,079701,081,040
36,079702,081,025
36,079801,047,043
36,079802,047,043
36,079900,081,025
36,080000,047,043
36,080100,039,102
36,080100,115,113
36,080103,027,105
36,080104,027,105
36,080200,047,043
36,080200,115,113
36,080201,027,105
36,080201,039,102
36,080202,027,105
36,080202,039,102
36,080300,039,102
36,080300,115,113
36,080301,081,025
36,080302,081,025
36,080400,047,043
36,080401,039,102
36,080402,039,102
36,080501,039,102
36,080502,039,102
36,080600,039,102
36,080600,047,043
36,080700,039,102
36,080800,039,102
36,080800,047,043
36,080900,039,102
36,080900,081,025
36,080900,081,027
36,081000,039,102
36,081000,047,043
36,081000,115,114
36,081101,039,102
36,081102,039,102
36,081400,047,043
36,081400,047,058
36,081400,081,031
36,081600,047,043
36,081600,047,058
36,081800,047,043
36,081800,081,031
36,082000,047,042
36,082000,047,043
36,082001,115,114
36,082002,115,114
36,082200,047,042
36,082200,047,043
36,082400,047,042
36,082400,047,043
36,082600,047,042
36,082800,047,042
36,083000,047,042
36,083000,047,058
36,083200,047,058
36,083400,047,058
36,083600,047,058
36,083700,081,025
36,083800,047,058
36,083800,081,031
36,084000,047,041
36,084000,047,058
36,084000,081,031
36,084000,115,114
36,084500,081,025
36,084600,047,041
36,084600,047,058
36,084601,081,031
36,084602,081,031
36,084800,047,058
36,084900,081,040
36,085000,047,058
36,085000,115,113
36,085200,047,058
36,085300,081,040
36,085400,047,042
36,085400,047,058
36,085500,081,040
36,085600,047,042
36,085600,047,058
36,085700,081,040
36,085800,047,058
36,085900,081,040
36,086000,047,058
36,086000,115,114
36,086100,081,040
36,086200,047,058
36,086300,081,040
36,086400,047,058
36,086400,081,023
36,086500,081,040
36,086600,047,058
36,086800,047,058
36,086900,081,040
36,087000,047,043
36,087000,047,058
36,087000,115,113
36,087100,081,040
36,087200,047,043
36,087200,047,058
36,087401,047,043
36,087600,047,043
36,087800,047,043
36,087800,047,058
36,088000,047,043
36,088000,047,055
36,088000,047,058
36,088000,115,113
36,088200,047,055
36,088200,047,058
36,088400,047,055
36,088400,047,058
36,088400,081,023
36,088600,047,058
36,088800,047,058
36,088901,081,026
36,088901,081,040
36,089000,047,055
36,089000,047,058
36,089000,115,113
36,089200,047,055
36,089200,047,058
36,089200,081,023
36,089400,047,055
36,089600,047,055
36,089600,047,058
36,089600,047,060
36,089800,047,055
36,089800,047,060
36,090000,027,106
36,090000,047,055
36,090000,115,113
36,090200,047,055
36,090600,047,055
36,090700,081,026
36,090700,081,027
36,090800,047,055
36,091000,047,055
36,091000,115,113
36,091200,047,055
36,091600,047,055
36,091600,047,058
36,091600,047,060
36,091601,081,023
36,091602,081,023
36,091800,047,055
36,091800,047,060
36,091800,081,023
36,091900,081,027
36,092000,047,060
36,092000,115,107
36,092200,047,058
36,092200,047,060
36,092200,081,023
36,092400,047,055
36,092500,081,027
36,092800,047,058
36,092800,081,023
36,092900,081,027
36,093000,047,058
36,093000,115,107
36,093200,047,041
36,093400,047,058
36,093401,081,023
36,093402,081,023
36,093600,047,058
36,093800,047,058
36,093800,081,023
36,093900,081,027
36,094000,115,113
36,094201,081,023
36,094202,081,023
36,094202,081,031
36,094203,081,023
36,094203,081,031
36,094401,047,041
36,094401,047,058
36,094402,047,059
36,094500,081,026
36,094500,081,027
36,094600,047,058
36,094700,081,027
36,095000,047,058
36,095000,047,059
36,095400,047,058
36,095400,047,059
36,095400,081,023
36,095400,081,031
36,095600,047,059
36,095800,047,059
36,096000,047,058
36,096000,047,059
36,096200,047,058
36,096200,047,059
36,096400,047,058
36,096400,047,059
36,096400,081,023
36,096400,081,031
36,096600,047,059
36,096800,047,058
36,096800,047,059
36,097000,047,058
36,097202,081,023
36,097202,081,031
36,097203,081,031
36,097204,081,023
36,097204,081,031
36,097300,081,026
36,097300,081,027
36,097400,047,058
36,097400,047,059
36,098100,081,026
36,098100,081,027
36,098200,047,058
36,098200,047,060
36,098400,047,058
36,098600,047,058
36,098700,081,026
36,098700,081,027
36,098800,047,058
36,098800,047,059
36,099000,047,059
36,099100,081,026
36,099200,047,059
36,099200,081,023
36,099200,081,031
36,099400,047,059
36,099600,047,059
36,099701,081,026
36,099703,081,026
36,099704,081,026
36,099705,081,026
36,099800,047,059
36,099801,081,023
36,099801,081,031
36,099802,081,023
36,099900,081,026
36,100000,027,106
36,100100,019,115
36,100200,019,115
36,100300,019,115
36,100400,019,115
36,100400,047,059
36,100600,019,115
36,100600,047,059
36,100700,019,115
36,100800,019,115
36,100800,047,059
36,100801,081,023
36,100801,081,031
36,100802,081,023
36,100802,081,031
36,100900,019,115
36,101000,019,115
36,101000,047,059
36,101001,081,023
36,101002,081,023
36,101100,019,115
36,101200,047,058
36,101300,019,115
36,101400,019,115
36,101400,047,058
36,101600,019,115
36,101600,047,058
36,101700,019,115
36,101700,081,026
36,101700,081,040
36,101800,019,115
36,101800,047,058
36,101800,047,059
36,101800,047,060
36,101900,019,115
36,102000,019,115
36,102000,047,058
36,102000,047,059
36,102100,019,115
36,102200,019,115
36,102200,047,058
36,102200,047,059
36,102400,047,059
36,102600,047,059
36,102800,047,059
36,102900,081,026
36,103201,081,031
36,103202,081,023
36,103202,081,031
36,103300,081,026
36,103300,081,040
36,103400,047,059
36,103900,081,026
36,103900,081,040
36,104700,081,040
36,105801,047,060
36,105804,047,060
36,105900,081,026
36,105900,081,040
36,107000,047,060
36,107201,081,023
36,107202,081,023
36,107202,081,031
36,107800,047,060
36,108500,081,026
36,109300,081,026
36,109700,081,026
36,109800,047,058
36,109800,047,060
36,109900,081,026
36,110003,027,105
36,110004,027,105
36,110005,027,105
36,110101,103,010
36,110101,103,012
36,110102,103,010
36,110200,103,010
36,110300,103,010
36,110300,103,012
36,110400,047,060
36,110401,103,012
36,110402,103,012
36,110501,103,012
36,110502,103,010
36,110502,103,012
36,110600,047,060
36,110600,103,012
36,110801,103,010
36,110801,103,012
36,110803,103,012
36,110901,103,010
36,110902,103,010
36,111000,047,060
36,111001,103,010
36,111002,103,010
36,111100,103,010
36,111201,103,010
36,111202,103,010
36,111300,081,026
36,111300,103,010
36,111300,103,012
36,111401,103,010
36,111402,103,010
36,111503,103,010
36,111503,103,012
36,111504,103,010
36,111505,103,010
36,111506,103,010
36,111600,047,060
36,111601,103,012
36,111602,103,012
36,111701,103,012
36,111703,103,012
36,111704,103,012
36,111800,047,060
36,111801,103,012
36,111802,103,012
36,111803,103,012
36,111804,103,012
36,111900,103,010
36,112000,047,060
36,112001,103,010
36,112002,103,010
36,112102,103,010
36,112102,103,012
36,112103,103,012
36,112104,103,010
36,112104,103,012
36,112200,047,060
36,112204,103,010
36,112206,103,010
36,112210,103,010
36,112210,103,012
36,112211,103,012
36,112212,103,010
36,112213,103,010
36,112214,103,010
36,112300,081,026
36,112400,047,060
36,112600,047,060
36,112800,047,060
36,112900,081,026
36,113000,047,060
36,113200,047,055
36,113200,047,060
36,113300,081,026
36,113400,047,055
36,113400,047,060
36,113900,081,026
36,114100,081,026
36,114100,081,040
36,114201,047,054
36,114202,047,054
36,114400,047,055
36,114600,047,054
36,114700,081,026
36,114700,081,040
36,115000,047,054
36,115000,047,055
36,115100,081,040
36,115200,047,055
36,115500,081,040
36,115600,047,060
36,115700,081,040
36,115800,047,060
36,115900,081,040
36,116000,047,060
36,116100,081,040
36,116200,047,060
36,116300,081,040
36,116400,047,060
36,116600,047,054
36,116700,081,040
36,116800,047,054
36,117000,047,054
36,117000,047,055
36,117100,081,026
36,117100,081,040
36,117201,047,054
36,117202,047,054
36,117400,047,054
36,117500,081,026
36,117601,047,054
36,117602,047,054
36,117800,047,054
36,118000,047,054
36,118100,081,026
36,118201,047,054
36,118202,047,054
36,118400,047,054
36,118500,081,026
36,118500,081,040
36,118600,047,054
36,118700,081,040
36,118800,047,054
36,118900,081,040
36,119000,047,054
36,119100,081,040
36,119200,047,054
36,119300,081,026
36,119300,081,040
36,119400,047,054
36,119400,047,060
36,119500,081,026
36,119500,081,040
36,119600,047,054
36,119600,047,060
36,119800,047,054
36,119800,047,055
36,119900,081,025
36,119900,081,040
36,120000,027,106
36,120000,047,054
36,120000,047,060
36,120100,081,025
36,120100,081,040
36,120200,047,054
36,120200,047,060
36,120300,081,025
36,120500,081,025
36,120700,081,025
36,120700,081,040
36,120800,047,060
36,121000,047,060
36,121100,081,025
36,121400,047,060
36,121500,081,025
36,122000,047,060
36,122300,081,025
36,122300,103,010
36,122300,103,011
36,122403,103,011
36,122404,103,011
36,122405,103,011
36,122405,103,012
36,122406,103,011
36,122501,103,011
36,122502,103,009
36,122502,103,011
36,122601,103,011
36,122601,103,012
36,122602,103,011
36,122602,103,012
36,122603,103,011
36,122603,103,012
36,122701,081,025
36,122701,081,027
36,122702,081,025
36,122702,081,027
36,122704,103,011
36,122704,103,012
36,122705,103,012
36,122706,103,012
36,122707,103,012
36,122801,103,011
36,122801,103,012
36,122802,103,011
36,122802,103,012
36,122901,103,009
36,122901,103,011
36,122902,103,009
36,123001,103,009
36,123002,103,009
36,123101,103,009
36,123101,103,012
36,123102,103,009
36,123102,103,012
36,123201,103,010
36,123201,103,011
36,123202,103,011
36,123301,103,009
36,123301,103,011
36,123302,103,011
36,123401,103,011
36,123402,103,011
36,123500,103,011
36,123600,103,011
36,123700,047,050
36,123701,103,011
36,123702,103,011
36,123801,103,011
36,123802,103,011
36,123900,103,011
36,124001,103,011
36,124002,103,011
36,124100,081,025
36,124100,081,027
36,124101,103,011
36,124102,103,011
36,124200,103,011
36,124300,103,009
36,124401,103,009
36,124402,103,009
36,124402,103,011
36,124500,103,009
36,124601,103,009
36,124602,103,009
36,124700,081,025
36,125700,081,025
36,125700,081,027
36,126500,081,025
36,126700,081,024
36,126700,081,025
36,127700,081,024
36,128300,081,024
36,128300,081,025
36,129102,081,024
36,129103,081,024
36,129104,081,024
36,130003,027,106
36,130004,027,106
36,130005,027,106
36,130100,081,024
36,133300,081,025
36,133900,081,025
36,134100,081,025
36,134700,081,025
36,134702,103,008
36,134703,103,008
36,134704,103,008
36,134902,103,008
36,134903,103,008
36,134904,103,008
36,134906,103,008
36,134907,103,008
36,135002,103,008
36,135003,103,008
36,135004,103,008
36,135005,103,008
36,135101,103,008
36,135102,103,008
36,135103,103,008
36,135104,103,008
36,135201,103,008
36,135204,103,008
36,135205,103,008
36,135208,103,008
36,135209,103,008
36,135301,103,008
36,135303,103,008
36,135304,103,008
36,135401,103,008
36,135402,103,008
36,135403,103,008
36,136700,081,024
36,136700,081,025
36,137700,081,024
36,137700,081,025
36,138501,081,025
36,138501,081,026
36,138502,081,024
36,138502,081,025
36,138502,081,026
36,139900,081,025
36,139900,081,026
36,140101,027,106
36,140200,027,106
36,140300,027,106
36,140300,081,025
36,140400,027,106
36,140500,027,106
36,140602,027,106
36,140700,027,106
36,140801,027,106
36,140901,081,025
36,140902,081,025
36,141700,081,025
36,142900,081,025
36,142900,081,026
36,143500,081,025
36,144100,081,025
36,144100,081,026
36,144700,081,025
36,145101,081,025
36,145101,081,026
36,145102,081,025
36,145602,103,006
36,145603,103,006
36,145603,103,012
36,145604,103,006
36,145605,103,006
36,145701,103,006
36,145701,103,008
36,145702,103,006
36,145702,103,008
36,145703,103,006
36,145704,103,006
36,145803,103,008
36,145804,103,005
36,145804,103,006
36,145804,103,008
36,145805,103,005
36,145805,103,008
36,145807,103,005
36,145807,103,008
36,145808,103,005
36,145900,081,025
36,145900,081,026
36,145901,103,012
36,145902,103,006
36,145902,103,012
36,145903,103,006
36,145903,103,007
36,145903,103,012
36,146001,103,006
36,146002,103,006
36,146003,103,006
36,146003,103,007
36,146102,103,006
36,146103,103,006
36,146103,103,007
36,146105,103,006
36,146106,103,006
36,146201,103,006
36,146202,103,006
36,146203,103,006
36,146204,103,006
36,146205,103,007
36,146206,103,006
36,146206,103,007
36,146300,081,026
36,146300,103,006
36,146402,103,006
36,146402,103,007
36,146403,103,006
36,146404,103,005
36,146404,103,006
36,146404,103,007
36,146500,103,006
36,146500,103,007
36,146604,103,005
36,146605,103,005
36,146606,103,007
36,146607,103,007
36,146608,103,005
36,146608,103,007
36,146611,103,005
36,146612,103,005
36,146613,103,005
36,146614,103,005
36,146615,103,005
36,146615,103,007
36,146700,081,026
36,146703,103,012
36,146704,103,012
36,146705,103,009
36,146705,103,012
36,146706,103,009
36,146706,103,012
36,146800,103,009
36,146800,103,012
36,146901,103,009
36,146902,103,009
36,147001,103,009
36,147001,103,012
36,147003,103,007
36,147003,103,009
36,147003,103,012
36,147004,103,007
36,147004,103,009
36,147100,081,025
36,147100,081,026
36,147100,103,007
36,147100,103,009
36,147100,103,012
36,147200,103,006
36,147200,103,007
36,147200,103,009
36,147200,103,012
36,147300,103,007
36,147401,103,007
36,147402,103,007
36,147501,103,007
36,147502,103,007
36,147503,103,007
36,147601,103,007
36,147602,103,007
36,147701,103,007
36,147702,103,007
36,147802,103,007
36,147803,103,007
36,147804,103,007
36,147900,081,026
36,147901,103,007
36,147902,103,007
36,148300,081,026
36,150003,027,103
36,150004,027,103
36,150005,027,103
36,150006,027,103
36,150100,123,132
36,150200,047,044
36,150200,047,051
36,150200,123,132
36,150300,123,132
36,150400,123,132
36,150500,123,132
36,150701,081,026
36,150702,081,026
36,152200,047,042
36,152200,047,044
36,152901,081,024
36,152901,081,025
36,152901,081,026
36,152902,081,024
36,152902,081,026
36,155101,081,026
36,155102,081,024
36,155102,081,026
36,156700,081,024
36,156700,081,033
36,157101,081,024
36,157101,081,033
36,157102,081,024
36,157102,081,033
36,157901,081,024
36,157901,081,026
36,157901,081,033
36,157902,081,024
36,157902,081,033
36,157903,081,033
36,158001,103,004
36,158002,103,004
36,158006,103,004
36,158006,103,005
36,158007,103,004
36,158009,103,004
36,158010,103,004
36,158011,103,004
36,158102,103,004
36,158103,103,005
36,158104,103,004
36,158104,103,005
36,158107,103,005
36,158108,103,004
36,158108,103,005
36,158110,103,004
36,158110,103,005
36,158111,103,004
36,158111,103,005
36,158112,103,004
36,158112,103,005
36,158114,103,004
36,158115,103,004
36,158116,103,003
36,158116,103,004
36,158202,103,004
36,158203,103,004
36,158205,103,002
36,158205,103,004
36,158206,103,004
36,158207,103,002
36,158207,103,004
36,158304,103,002
36,158304,103,004
36,158306,103,002
36,158306,103,004
36,158308,103,004
36,158309,103,002
36,158309,103,004
36,158310,103,002
36,158310,103,003
36,158315,103,002
36,158315,103,004
36,158317,103,002
36,158317,103,004
36,158318,103,002
36,158319,103,004
36,158320,103,004
36,158321,103,004
36,158322,103,002
36,158323,103,002
36,158401,103,002
36,158402,103,002
36,158402,103,004
36,158403,103,003
36,158405,103,002
36,158407,103,002
36,158407,103,004
36,158408,103,002
36,158408,103,004
36,158409,103,002
36,158409,103,003
36,158410,103,002
36,158502,103,005
36,158505,103,005
36,158506,103,005
36,158507,103,005
36,158508,103,005
36,158509,103,003
36,158509,103,005
36,158510,103,003
36,158510,103,005
36,158511,103,005
36,158512,103,005
36,158604,103,005
36,158605,103,005
36,158606,103,003
36,158606,103,005
36,158607,103,003
36,158607,103,005
36,158608,103,005
36,158609,103,005
36,158704,103,003
36,158704,103,004
36,158705,103,003
36,158705,103,004
36,158707,103,003
36,158708,103,003
36,158709,103,003
36,158710,103,002
36,158710,103,003
36,158711,103,003
36,158712,103,003
36,158802,103,007
36,158803,103,003
36,158803,103,005
36,158804,103,003
36,158804,103,005
36,158804,103,007
36,158900,103,007
36,159000,103,007
36,159102,103,003
36,159102,103,007
36,159103,103,003
36,159105,103,003
36,159105,103,007
36,159106,103,003
36,159107,103,003
36,159108,103,003
36,159201,103,003
36,159201,103,007
36,159203,103,003
36,159204,103,003
36,159300,103,003
36,159404,103,001
36,159404,103,003
36,159406,103,001
36,159407,103,002
36,159407,103,003
36,159408,103,003
36,159410,103,001
36,159410,103,002
36,159411,103,002
36,159411,103,003
36,159412,103,001
36,159412,103,002
36,159505,103,001
36,159505,103,003
36,159506,103,001
36,159506,103,003
36,159508,103,001
36,159508,103,003
36,159509,103,003
36,159510,103,001
36,159510,103,003
36,159510,103,007
36,159511,103,001
36,159512,103,001
36,159601,103,001
36,159602,103,001
36,160003,027,103
36,160004,027,103
36,160005,027,103
36,161700,081,033
36,162100,081,024
36,162100,081,033
36,169701,103,002
36,169703,103,002
36,169704,103,002
36,169800,103,002
36,169901,103,002
36,169902,103,002
36,170000,027,106
36,170001,103,002
36,170002,103,002
36,170101,103,002
36,170201,103,002
36,170202,103,002
36,180001,027,105
36,180300,103,001
36,190101,027,105
36,190102,027,105
36,190203,027,105
36,190204,027,105
36,190301,027,105
36,190401,027,105
36,190401,103,001
36,190402,027,105
36,190402,103,001
36,190403,103,001
36,190502,103,001
36,190503,103,001
36,190504,103,001
36,190601,103,001
36,190603,103,001
36,190604,103,001
36,190704,103,001
36,190705,103,001
36,190706,103,001
36,190707,103,001
36,190708,103,001
36,190800,103,001
36,200001,027,105
36,200002,027,105
36,200901,103,001
36,200902,103,001
36,201001,103,001
36,201003,103,001
36,201004,103,001
36,201100,103,006
36,201100,103,012
36,210101,027,104
36,210201,027,104
36,210301,027,104
36,220100,027,104
36,220201,027,104
36,220300,027,104
36,220700,027,104
36,220801,027,104
36,220901,027,104
36,221001,027,104
36,221100,027,104
36,300000,027,105
36,300000,027,106
36,300100,059,016
36,300300,059,016
36,300400,059,016
36,300500,059,016
36,300600,059,016
36,300700,059,016
36,300800,059,016
36,300900,059,016
36,301000,059,016
36,301101,059,016
36,301102,059,016
36,301200,059,016
36,301300,059,016
36,301400,059,016
36,301500,059,016
36,301600,059,013
36,301600,059,016
36,301700,059,016
36,301800,059,016
36,301900,059,016
36,302000,059,013
36,302000,059,016
36,302101,059,013
36,302102,059,013
36,302102,059,016
36,302200,059,016
36,302300,059,016
36,302400,059,016
36,302400,059,019
36,302501,059,016
36,302501,059,019
36,302502,059,013
36,302502,059,015
36,302502,059,016
36,302502,059,019
36,302600,059,019
36,302700,059,016
36,302700,059,019
36,302800,059,016
36,302800,059,019
36,302900,059,016
36,302900,059,019
36,303000,059,019
36,303101,059,016
36,303102,059,016
36,303102,059,019
36,303201,059,016
36,303201,059,019
36,303202,059,016
36,303202,059,019
36,303301,059,016
36,303301,059,019
36,303302,059,019
36,303400,059,019
36,303500,059,016
36,303500,059,019
36,303600,059,019
36,303700,059,019
36,303800,059,015
36,303800,059,019
36,303900,059,013
36,303900,059,015
36,303900,059,019
36,304001,059,015
36,304001,059,019
36,304002,059,013
36,304002,059,015
36,304100,059,013
36,304100,059,015
36,304202,059,013
36,304202,059,015
36,304203,059,013
36,304204,059,013
36,401200,073,139
36,401300,073,139
36,404300,059,022
36,404400,059,022
36,404500,059,019
36,404500,059,022
36,404600,059,022
36,404700,059,019
36,404700,059,022
36,404800,059,022
36,404901,059,022
36,404902,059,022
36,405000,059,022
36,405100,059,022
36,405200,059,022
36,405301,059,019
36,405301,059,022
36,405302,059,019
36,405400,059,019
36,405400,059,022
36,405500,059,019
36,405500,059,022
36,405600,059,019
36,405600,059,021
36,405600,059,022
36,405700,059,021
36,405700,059,022
36,405800,059,019
36,405900,059,018
36,405900,059,019
36,405900,059,021
36,406001,059,019
36,406001,059,021
36,406002,059,018
36,406002,059,019
36,406002,059,021
36,406100,059,019
36,406201,059,018
36,406201,059,021
36,406202,059,018
36,406202,059,021
36,406300,059,019
36,406300,059,022
36,406400,059,019
36,406501,059,018
36,406501,059,019
36,406600,059,019
36,406701,059,018
36,406702,059,018
36,406702,059,019
36,406801,059,018
36,406801,059,019
36,406802,059,018
36,406900,059,018
36,407000,059,018
36,407101,059,018
36,407101,059,021
36,407102,059,018
36,407102,059,021
36,407201,059,018
36,407203,059,018
36,407204,059,018
36,407301,059,018
36,407301,059,019
36,407302,059,018
36,407401,059,018
36,407402,059,017
36,407402,059,018
36,407501,059,018
36,407502,059,018
36,407600,059,015
36,407700,059,015
36,407700,059,017
36,407700,059,019
36,407801,059,015
36,407801,059,017
36,407802,059,017
36,407900,059,017
36,407900,059,018
36,408000,059,017
36,408100,059,017
36,408200,059,017
36,408300,059,017
36,408400,059,014
36,408500,059,014
36,408600,059,017
36,408700,059,017
36,408800,059,015
36,408800,059,017
36,408900,059,017
36,409000,059,017
36,409100,059,014
36,409100,059,017
36,409200,059,014
36,409200,059,017
36,409300,059,014
36,409300,059,017
36,409400,059,014
36,409400,059,017
36,409500,059,014
36,409500,059,017
36,409600,059,014
36,409700,059,014
36,409800,059,022
36,409900,059,022
36,410000,027,106
36,410000,059,022
36,410100,059,021
36,410200,059,021
36,410300,059,022
36,410400,059,022
36,410500,059,022
36,410600,059,021
36,410600,059,022
36,410700,059,022
36,410800,059,020
36,410800,059,022
36,410900,059,020
36,410900,059,022
36,411000,059,020
36,411100,059,020
36,411200,059,020
36,411301,059,020
36,411301,059,022
36,411302,059,020
36,411302,059,022
36,411400,059,020
36,411500,059,020
36,411600,059,020
36,411700,059,020
36,411700,059,021
36,411800,059,021
36,411901,059,021
36,411902,059,021
36,411902,059,022
36,412000,059,021
36,412100,059,020
36,412100,059,021
36,412200,059,020
36,412301,059,021
36,412302,059,020
36,412302,059,021
36,412400,059,021
36,412500,059,021
36,412600,059,021
36,412700,059,021
36,412800,059,018
36,412800,059,021
36,412900,059,018
36,412900,059,021
36,413001,059,020
36,413001,059,021
36,413002,059,020
36,413100,059,020
36,413100,059,021
36,413200,059,020
36,413300,059,020
36,413300,059,021
36,413400,059,020
36,413500,059,018
36,413500,059,021
36,413600,059,021
36,413700,059,021
36,413803,059,021
36,413804,059,021
36,413900,059,018
36,414001,059,018
36,414002,059,014
36,414002,059,018
36,414100,059,018
36,414201,059,018
36,414201,059,021
36,414202,059,018
36,414301,059,018
36,414301,059,021
36,414303,059,021
36,414304,059,021
36,414400,059,018
36,414501,059,021
36,414502,059,018
36,414502,059,021
36,414600,059,014
36,414600,059,018
36,414700,059,014
36,414800,059,014
36,414900,059,014
36,415000,059,014
36,415000,059,018
36,415101,059,014
36,415101,059,018
36,415102,059,014
36,415102,059,018
36,415201,059,014
36,415202,059,014
36,415300,059,014
36,415401,059,014
36,415402,059,014
36,415500,059,014
36,415600,059,014
36,415700,059,014
36,415802,059,014
36,416000,059,014
36,416100,059,009
36,416100,059,014
36,416201,059,020
36,416202,059,020
36,416300,059,020
36,416401,059,020
36,416402,059,020
36,416500,059,020
36,416600,059,020
36,416701,059,020
36,416702,059,020
36,416801,059,020
36,416802,059,020
36,416900,059,014
36,416900,059,020
36,416900,059,021
36,490100,089,116
36,490200,089,116
36,490300,089,116
36,490400,089,116
36,490500,089,116
36,490500,089,118
36,490600,089,118
36,490700,089,115
36,490700,089,118
36,490800,089,116
36,490900,089,116
36,491000,089,116
